Protein_000,Protein_001,Protein_002,Protein_003,Protein_004,Protein_005,Protein_006,Protein_007,Protein_008,Protein_009,Protein_010,Protein_011,Protein_012,Protein_013,Protein_014,Protein_015,Protein_016,Protein_017,Protein_018,Protein_019,Protein_020,Protein_021,Protein_022,Protein_023,Protein_024,Protein_025,Protein_026,Protein_027,Protein_028,Protein_029,Protein_030,Protein_031,Protein_032,Protein_033,Protein_034,Protein_035,Protein_036,Protein_037,Protein_038,Protein_039,Protein_040,Protein_041,Protein_042,Protein_043,Protein_044,Protein_045,Protein_046,Protein_047,Protein_048,Protein_049,Protein_050,Protein_051,Protein_052,Protein_053,Protein_054,Protein_055,Protein_056,Protein_057,Protein_058,Protein_059,Protein_060,Protein_061,Protein_062,Protein_063,Protein_064,Protein_065,Protein_066,Protein_067,Protein_068,Protein_069,Protein_070,Protein_071,Protein_072,Protein_073,Protein_074,Protein_075,Protein_076,Protein_077,Protein_078,Protein_079,Protein_080,Protein_081,Protein_082,Protein_083,Protein_084,Protein_085,Protein_086,Protein_087,Protein_088,Protein_089,Protein_090,Protein_091,Protein_092,Protein_093,Protein_094,Protein_095,Protein_096,Protein_097,Protein_098,Protein_099,Protein_100,Protein_101,Protein_102,Protein_103,Protein_104,Protein_105,Protein_106,Protein_107,Protein_108,Protein_109,Protein_110,Protein_111,Protein_112,Protein_113,Protein_114,Protein_115,Protein_116,Protein_117,Protein_118,Protein_119,Protein_120,Protein_121,Protein_122,Protein_123,Protein_124,Protein_125,Protein_126,Protein_127,Protein_128,Protein_129,Protein_130,Protein_131,Protein_132,Protein_133,Protein_134,Protein_135,Protein_136,Protein_137,Protein_138,Protein_139,Protein_140,Protein_141,Protein_142,Protein_143,Protein_144,Protein_145,Protein_146,Protein_147,Protein_148,Protein_149,Protein_150,Protein_151,Protein_152,Protein_153,Protein_154,Protein_155,Protein_156,Protein_157,Protein_158,Protein_159,Protein_160,Protein_161,Protein_162,Protein_163,Protein_164,Protein_165,Protein_166,Protein_167,Protein_168,Protein_169,Protein_170,Protein_171,Protein_172,Protein_173,Protein_174,Protein_175,Protein_176,Protein_177,Protein_178,Protein_179,Protein_180,Protein_181,Protein_182,Protein_183,Protein_184,Protein_185,Protein_186,Protein_187,Protein_188,Protein_189,Protein_190,Protein_191,Protein_192,Protein_193,Protein_194,Protein_195,Protein_196,Protein_197,Protein_198,Protein_199,Protein_200,Protein_201,Protein_202,Protein_203,Protein_204,Protein_205,Protein_206,Protein_207,Protein_208,Protein_209,Protein_210,Protein_211,Protein_212,Protein_213,Protein_214,Protein_215,Protein_216,Protein_217,Protein_218,Protein_219,Protein_220,Protein_221,Protein_222,Protein_223,Protein_224,Protein_225,Protein_226,Protein_227,Protein_228,Protein_229,Protein_230,Protein_231,Protein_232,Protein_233,Protein_234,Protein_235,Protein_236,Protein_237,Protein_238,Protein_239,SampleID
8.9046,9.2614,8.5896,8.1949,8.3857,8.7823,9.2897,7.9549,9.8584,8.7892,8.7696,6.9344,8.7505,8.9025,9.34,8.4646,8.4892,9.3538,7.8246,8.1038,7.763,8.9117,8.3769,8.7967,9.2249,7.6438,7.9113,8.3579,9.0657,6.9779,7.3876,9.31,7.3893,7.9787,8.4813,7.5022,7.6477,8.305,9.5706,7.9985,8.0841,7.4428,7.9786,8.4811,7.5741,8.6239,8.6872,8.6324,9.1164,9.4276,8.8943,9.7623,8.9753,9.1176,7.9889,7.6695,9.8125,7.217,8.6562,8.7121,7.7474,8.0223,9.8575,7.9942,7.7866,8.155,6.9802,6.1473,7.7946,7.6527,8.6003,7.1231,8.6731,7.9501,7.4344,7.876,7.741,6.9407,8.3742,7.6714,8.7163,7.3617,8.288,8.0794,7.8322,7.4133,9.3376,9.2828,8.9597,6.8038,7.7969,6.6539,7.9712,7.8437,9.6624,7.9821,8.4883,7.6027,8.935,8.3901,8.9967,8.6073,7.9962,9.625,9.1287,8.7515,9.1701,7.2205,8.7194,7.5965,9.1623,7.1282,8.5378,6.7995,9.5734,7.5615,7.6396,9.3677,9.3017,8.7599,8.056,9.7115,8.5576,8.758,7.7335,9.555,7.7497,8.7557,7.2034,8.4848,8.3574,7.3089,7.9011,8.0907,8.2298,7.4646,8.1082,7.6113,7.7262,8.7326,7.4442,8.9672,8.4519,7.3355,7.5398,7.9171,8.346,6.5965,7.9669,6.7422,8.575,8.2445,8.4188,7.8445,9.7555,8.9521,9.105,8.4926,7.2725,8.9634,7.7849,7.1431,8.8147,7.6225,8.0105,7.4013,10.6263,7.7471,9.3281,6.1835,8.3907,8.0631,8.4687,9.7309,8.0856,7.5412,7.3907,7.2954,9.0503,8.4589,6.8883,8.1911,9.2224,7.3505,8.4245,7.8085,9.9209,7.4684,8.9086,8.3946,8.6103,9.2416,9.0386,7.4872,6.9199,8.0045,7.7274,8.5944,7.1848,8.096,9.118,8.1551,8.9758,9.7704,9.5073,9.535,7.7953,8.7463,9.0119,,8.3382,9.1573,9.5562,8.8169,,8.3905,7.8287,6.7846,8.1117,7.7134,9.0125,9.0082,8.0142,9.8308,8.0757,8.1822,8.635,6.0231,9.0893,9.4306,8.2815,7.1313,8.3402,9.2093,8.5158,7.6409,8.5952,7.4878,7.4756,7.5167,S041
7.586,9.7414,8.559,8.2676,8.5342,10.0041,9.7514,10.3851,9.5459,7.9672,9.8938,8.3792,8.042,8.9196,8.5865,8.4523,8.515,9.0221,9.0742,9.6349,8.3558,9.0933,9.7151,9.7164,8.3063,10.2562,6.9942,9.4668,7.3995,8.5579,9.2331,8.846,7.8707,8.8509,8.0126,8.1833,8.553,8.9551,9.1724,8.6725,9.5593,,9.6714,7.8536,8.3532,8.4374,8.7553,,9.6869,8.4408,8.8957,8.251,8.4164,9.7544,8.0562,7.0018,8.2078,10.4248,7.5952,8.8576,9.6672,7.3096,10.0294,9.9048,10.2599,8.5592,9.3727,9.3459,10.1304,7.7816,9.3515,8.2743,7.6021,8.9043,8.4106,9.6808,8.8226,9.4193,7.7015,8.2898,8.1062,9.3574,9.8272,8.8047,8.7259,10.806,9.2694,8.5971,9.1026,6.6502,9.4384,9.7234,8.2351,9.5643,9.3975,9.9888,8.9076,8.2416,8.5705,6.871,10.475,8.6166,9.8181,6.527,9.8646,9.3611,8.9712,8.9511,8.8449,9.2853,8.7469,9.5461,9.3996,7.9497,9.4436,8.6233,8.7192,8.5267,9.9304,9.69,6.1861,8.2549,8.4097,8.2614,9.7773,8.8215,9.3697,8.9914,7.7746,8.7951,11.5981,7.8358,7.9081,8.8043,9.3515,8.3025,7.8376,9.3557,9.3858,6.7343,8.3082,9.0518,8.2883,9.2176,9.6741,8.532,9.1157,9.4506,8.1961,9.3891,7.7031,6.9506,9.388,6.4068,8.4942,7.2857,8.5293,9.5943,7.804,8.53,9.4545,9.1774,8.1853,7.4493,7.8224,8.7673,8.5705,9.5841,8.8729,8.0231,7.6807,7.8317,8.5416,8.6477,7.1366,,9.316,8.1612,9.0103,7.7098,7.9169,8.2216,8.4763,8.9151,8.9406,8.3004,9.0944,7.9984,10.1164,8.9792,8.2862,8.7818,8.4043,7.1909,8.8873,8.3897,9.9849,7.8823,9.3971,9.0986,9.3009,8.9617,8.8854,8.365,10.1247,7.1883,7.6364,9.474,9.3392,8.4246,6.79,6.769,9.2666,9.1681,8.6382,10.4847,9.1859,9.9875,11.2069,10.0034,8.7577,7.3412,8.9385,9.5219,9.364,8.3699,8.662,9.4486,,8.9238,9.0716,7.5554,11.0671,7.0101,8.0635,10.1219,8.8443,9.1147,8.0759,8.2968,S042
8.7162,9.2263,8.6377,8.9207,9.0273,8.2546,7.8231,9.1539,8.5029,8.0921,8.0638,9.1782,8.2838,8.0598,7.7316,9.1438,8.4622,9.4635,7.9951,9.7824,9.3668,10.6905,7.7742,9.347,7.1005,9.2841,7.6632,8.5721,8.7038,8.4897,9.5083,9.6951,7.1751,7.907,7.2675,9.1292,8.0111,9.1835,9.6534,8.6512,8.9364,9.1693,8.0443,6.4401,8.7352,7.4586,10.0843,7.7195,8.6991,8.5173,8.0807,9.2178,7.5497,8.5047,8.0074,7.0188,8.7813,7.5851,6.7006,9.971,8.5869,8.666,9.9864,8.8295,9.9165,10.5718,9.7112,11.5527,8.4997,8.4489,9.4164,7.8312,8.0169,8.556,8.342,7.9287,7.8526,8.4232,10.0871,8.0988,8.8052,8.653,9.4732,8.4828,7.7686,8.9328,7.7321,8.8813,8.4651,7.9725,7.7508,8.5558,8.7607,8.2739,8.1786,8.0436,8.3748,8.1225,10.3296,6.8149,6.4343,7.1184,8.907,8.6881,7.0699,,8.8955,9.6699,7.7237,9.5877,9.5086,7.3331,8.7158,8.2747,7.9098,8.3491,8.3255,8.5278,8.9045,9.0293,8.1848,10.1757,8.3984,9.7937,8.5087,8.1435,8.2643,10.5208,8.5125,10.0611,9.5763,9.5178,8.8592,9.2733,7.7477,7.8193,8.8946,8.5063,8.1385,,8.9553,8.9139,8.7462,9.0098,7.3301,7.3503,8.7945,7.9175,8.2349,8.4215,9.0322,9.7445,10.0674,9.6042,8.4979,9.0012,8.0409,8.6888,8.6862,7.5027,7.602,8.4566,9.2173,8.2498,8.5942,8.9274,8.2904,8.0393,8.3479,8.17,9.2415,9.3652,8.6094,10.1245,8.8385,8.2528,6.9794,8.3147,8.9526,9.4214,9.3244,7.5624,8.1642,9.7434,8.7449,9.3903,8.3061,9.5198,8.7738,8.2983,10.1178,8.5599,8.4398,6.5867,8.3494,7.2824,7.0842,9.618,10.1054,8.9352,8.9762,8.1033,10.3427,8.9811,7.6553,10.0691,9.0758,7.1025,7.8942,8.2786,6.8965,8.1903,,8.7983,8.2057,7.3817,8.1097,9.0788,9.33,8.4604,6.9054,8.4751,9.5958,8.6266,8.2144,8.9798,8.1824,8.4803,8.9573,7.6782,8.8962,8.9369,7.943,8.2425,8.6967,8.705,8.4573,7.8187,10.0453,7.6557,S043
10.5892,8.0802,7.7037,8.4956,9.0352,7.3084,9.0561,7.9889,8.4017,9.2111,7.9757,8.9012,7.1363,7.8516,8.1647,7.9659,8.2894,9.6931,7.7554,8.0815,7.931,8.0562,9.9788,8.3478,9.111,10.2673,7.2546,10.1663,6.6868,9.4739,8.0461,8.91,8.2287,10.0915,10.5323,8.582,9.8823,8.6622,9.2673,9.1893,9.6713,10.0161,9.7212,7.836,8.3877,7.9154,8.8947,10.0057,8.6609,6.4964,10.1423,8.7129,8.6097,8.4569,10.0888,8.5653,10.3829,8.8507,9.6103,8.9932,9.0859,,9.8364,7.8788,9.3211,8.8952,7.9595,9.1165,10.0564,8.732,7.57,7.5996,8.4456,10.3114,9.0559,7.6372,8.424,9.7329,7.34,8.5486,9.956,10.0483,8.2826,10.0375,6.2453,7.8148,8.443,8.4228,7.436,7.5763,8.0028,8.0924,8.8509,7.4796,9.178,9.1868,9.6687,8.0414,10.0792,8.8075,8.7356,8.4443,9.4252,9.2689,9.4379,9.0581,7.5925,8.5742,8.3447,7.3451,8.3104,8.4122,9.3272,8.0955,8.2588,9.1455,9.2256,8.6219,9.8099,9.0597,8.8773,9.0704,7.5838,8.694,6.9605,7.8309,7.9377,6.9833,7.895,8.9698,7.6883,7.5286,8.2349,8.6683,8.103,7.6244,9.3359,7.9313,8.1195,8.7727,8.7557,8.5645,8.9991,8.3012,7.5604,7.0299,8.8947,9.0716,8.4725,8.6561,8.6066,8.0673,10.3576,7.7805,9.2028,7.1264,9.5829,9.5715,8.379,10.0234,7.2393,9.0108,8.6237,8.7457,7.9014,6.9306,9.4184,9.949,8.1482,7.7591,10.6019,8.4296,8.6517,8.4335,8.4595,8.5435,9.1796,10.8092,8.7782,8.4331,7.9809,8.1598,7.3435,9.2518,7.7307,8.6384,9.5702,8.9445,7.7739,9.8997,8.2599,7.9656,6.5034,8.7981,7.0276,7.5781,7.3322,8.7276,8.4228,8.3288,7.8287,8.9353,8.6938,7.9908,7.5833,9.3302,7.6149,8.923,8.8768,9.8751,9.6346,8.5314,7.8381,7.8422,7.6774,6.3012,9.4131,8.1376,8.5574,10.1602,9.1684,8.7697,8.5519,8.0258,9.9111,9.0717,8.2229,8.8049,7.9679,8.5171,9.8514,7.3465,8.4576,9.3158,9.5463,8.1922,6.2291,8.2649,8.5074,8.7886,S044
9.788,7.6429,8.9451,8.8487,9.3293,9.5029,8.6109,9.0201,8.1311,7.5967,9.5113,8.4542,8.6279,8.552,8.6377,8.7398,9.6447,9.4838,7.8386,8.785,7.7657,9.2666,10.5653,9.8842,7.9704,8.4487,10.3304,7.5578,8.6311,9.1072,8.7204,7.9217,8.0764,9.2713,9.2076,7.8722,8.0842,9.8138,8.8136,7.0448,7.8715,6.8271,8.9381,6.5505,8.7208,8.1268,7.8543,8.0202,8.7638,9.3271,7.7666,7.4997,8.1869,6.3998,9.2795,7.8539,8.2052,9.7326,6.8159,7.7545,9.8207,9.4709,7.6457,8.1099,9.6389,7.5463,8.7668,7.8833,7.0373,7.2402,6.7696,9.2983,9.1811,8.9342,9.2576,8.0854,8.3752,7.4374,9.3005,9.3866,8.5446,6.2978,9.2003,8.0899,8.5067,9.3591,7.1331,7.8275,9.9831,8.0531,9.1584,8.5495,7.8569,7.4787,7.2866,6.9195,9.3034,9.2428,9.2862,7.9461,7.8739,9.6567,8.7714,,9.3396,6.2228,7.0565,8.1938,9.8374,8.4743,7.0596,6.7036,6.8683,7.4757,7.833,9.2053,8.9932,9.3202,8.3032,8.9682,5.6631,8.1661,8.8516,8.9468,,7.607,8.8453,8.1163,9.7565,9.1073,9.3337,9.6866,8.2948,7.8713,9.3529,10.4421,10.6464,7.1627,6.6598,8.539,8.6172,8.6474,9.8762,8.2055,6.8242,7.7834,7.7383,9.3294,8.8604,8.3201,7.2924,8.3824,8.1627,8.7499,7.1243,8.2169,6.9317,8.4711,9.0155,8.1618,8.2491,8.4245,7.982,8.7512,9.209,9.3445,7.6505,7.9803,8.1479,7.5985,9.0683,9.4201,8.525,8.6496,9.4427,8.3599,8.9015,8.4583,7.897,7.7864,7.7213,8.4785,6.7394,7.3103,9.17,9.4571,7.6902,9.5402,9.0298,7.6077,10.1882,6.9171,8.5032,8.4388,8.8974,8.9996,8.6644,8.8022,8.0638,7.1501,8.9451,9.7056,8.8338,7.5883,8.1475,9.3777,8.5157,7.7584,8.5441,7.8399,6.3115,7.9852,8.6397,8.6605,6.9381,8.6053,9.5865,8.5252,8.4768,8.0378,8.1004,8.2585,8.6463,9.0303,7.3712,7.821,7.8047,7.789,7.5523,7.8398,7.4169,9.0649,8.5112,9.0131,8.3049,8.757,9.1205,8.5684,8.087,9.0223,S045
8.4356,9.1873,7.5535,9.6646,6.8531,9.3065,8.2138,6.686,9.5018,6.7791,9.3824,8.0545,8.0005,7.4534,6.756,9.8117,10.7782,8.7373,7.7655,9.6651,9.3296,8.3823,8.193,8.5162,8.5522,8.3878,8.534,8.843,8.9336,10.1585,10.4305,9.7341,9.1281,9.9194,,8.9609,8.5592,9.6474,8.5708,8.1682,9.1601,7.6137,9.0837,9.3462,8.4294,7.5449,7.9775,7.2961,8.649,7.9038,8.0527,9.2355,9.6616,7.2699,9.4558,9.5065,9.3315,7.2616,8.6194,9.4954,8.0254,8.9468,7.6218,7.8444,8.8312,8.6975,9.1228,8.4552,9.0627,9.0987,9.5032,9.2016,7.8276,9.783,8.0239,8.3639,8.995,7.8353,9.2952,8.608,9.0152,8.24,8.0538,8.2121,9.1055,6.6247,9.1236,8.5134,8.8388,7.7892,7.4493,9.3845,7.1593,8.7075,7.9411,9.2422,9.3128,,7.4796,8.9249,9.7759,8.4801,9.5675,7.5093,10.5804,8.7294,9.4497,8.4087,7.5252,9.4431,8.3743,8.5603,8.7086,10.109,8.4903,8.8613,8.5858,7.5379,9.9172,8.806,9.0121,8.4706,7.5883,9.6149,9.8875,8.5911,8.2928,10.0246,7.9238,7.2229,9.4197,7.9957,8.9257,9.2417,8.405,8.2059,10.5559,8.2194,8.3931,9.4536,7.9545,8.3713,8.8327,8.9552,7.5197,8.4183,7.4281,8.6233,9.223,9.5899,7.1108,7.9272,8.6506,9.6662,9.8395,6.7878,9.1927,8.4264,,7.2282,6.5191,9.4197,10.026,7.9304,8.5329,7.3115,7.6164,8.6517,6.6495,8.6963,10.3851,7.4583,9.8672,9.5622,7.8784,10.3444,6.9558,9.1372,8.6903,9.5172,7.6415,8.8149,8.8077,8.8162,7.2984,8.6275,9.0973,8.602,8.5851,8.826,9.0441,7.8743,8.3619,8.2943,9.4742,8.8392,8.1403,8.871,8.3468,8.1143,10.058,8.0374,8.7422,8.0922,8.8397,8.6728,9.3564,8.5541,7.9852,8.9072,8.8398,8.1734,9.4329,7.346,9.0299,7.4422,9.7902,7.5769,7.4628,10.2548,9.2742,8.6034,8.5851,8.3186,9.1627,8.626,8.1949,8.4948,9.2784,9.686,10.4527,9.1678,8.5352,7.7213,9.3281,8.5588,7.8026,9.4388,8.4536,9.8962,S046
9.7972,7.6079,8.5574,8.4621,7.4519,8.8171,9.1927,7.5221,7.8824,8.9238,8.4895,8.4909,8.139,7.4018,7.9603,7.2626,7.3129,9.2712,7.9002,9.0544,7.7162,8.8835,7.5276,7.446,7.9983,9.7469,8.8445,8.0385,8.9114,7.9885,9.0457,9.3998,7.6618,7.3944,8.8699,8.6469,8.5055,9.3944,8.8091,8.9036,9.2003,7.8923,9.12,7.0031,8.9932,9.6547,7.6647,8.9747,7.9074,9.4463,7.7314,9.8202,9.9093,8.0335,9.0194,8.249,9.3255,8.2755,7.6095,9.0718,8.8557,7.5595,8.1791,7.9103,7.3568,7.7021,7.8204,8.8666,7.4375,9.2602,7.9116,8.7343,9.4911,9.8527,9.1929,7.4125,8.6253,9.0946,11.0409,8.4792,7.2022,7.4229,7.9492,8.0832,8.4395,8.1777,8.7421,8.3198,9.1568,8.4227,7.496,7.6972,8.6058,8.6337,7.742,8.8591,7.3488,8.7331,8.4588,9.4709,8.8707,7.2102,7.8972,,8.2486,7.2185,9.0914,8.3518,8.62,7.4146,7.8699,8.7057,7.0664,8.442,7.2294,7.7686,7.0526,8.9847,8.9001,8.5704,10.0073,9.2125,7.2568,8.9706,4.5401,10.5744,7.5134,6.6315,7.3284,7.5273,8.3341,9.6146,7.8985,8.8252,7.9903,8.0197,7.8527,8.5672,8.1771,6.8828,7.6883,8.7157,10.8631,9.2197,8.1317,7.5106,8.4864,9.9705,10.4793,7.5988,9.7486,8.9665,8.1548,10.351,8.6668,9.3427,8.8097,7.673,8.4975,9.7178,9.8649,7.4434,8.3439,7.1727,8.6594,8.6907,8.1912,7.6505,8.1886,8.7264,9.1821,8.6965,8.0336,9.2023,6.5834,7.9894,8.563,9.2327,,8.9596,7.7331,10.9195,8.9897,9.5416,8.6985,7.8347,9.1316,7.9658,8.6777,9.3624,8.2867,7.7937,8.3144,7.5992,8.6305,8.9073,,7.8494,8.1214,8.1277,8.9746,8.8799,9.3149,9.2697,7.7597,8.6351,8.8703,8.2017,8.8904,7.2798,8.5559,8.3046,9.3152,8.6567,8.5375,9.9018,8.6455,9.775,9.6427,7.5111,7.0721,7.8478,7.5829,9.2139,6.2221,8.7846,8.0072,8.7087,7.9205,9.051,8.5335,8.9511,8.5969,7.3884,9.6696,8.5198,8.0388,8.208,9.7773,6.7743,S047
10.1638,9.8931,10.5572,8.068,8.0737,10.8437,8.3667,11.067,9.888,7.4346,9.0828,10.9337,5.6183,10.2867,9.0626,6.0045,9.3939,10.4569,6.8301,8.4134,9.0593,9.3333,9.0222,8.379,,7.9906,8.339,9.5427,10.4279,6.6653,11.0789,6.3249,9.7814,8.3492,8.6836,7.477,8.637,8.3955,8.8216,8.3998,9.427,9.1759,7.8479,8.9739,8.5602,8.9438,9.0162,8.5713,8.3,8.2948,9.2761,8.2109,8.5632,9.2838,8.1134,8.0941,9.6142,10.1011,8.5342,9.3035,7.8799,8.5677,10.0439,8.3271,7.5404,9.5348,10.0696,8.4436,8.7969,11.9481,9.2262,8.2185,7.4989,9.4545,9.5224,9.116,9.4121,8.4246,10.0649,8.0191,9.9077,9.1877,8.0999,9.1942,7.6638,8.2816,8.5957,9.7023,9.8449,8.4101,8.4183,4.1586,10.7283,9.7432,8.52,8.7497,8.5216,9.5304,8.7768,9.8799,9.2092,,8.7303,9.5659,8.7419,9.5909,9.363,8.3577,7.3582,8.5685,7.6731,8.9039,9.47,7.6482,8.1225,7.4585,9.523,10.5952,8.809,8.5229,9.4492,8.7365,8.4797,9.6857,8.9375,9.0075,9.6302,7.2372,9.4208,8.8109,9.8759,9.5916,7.3766,7.9052,9.9178,9.1875,8.7688,8.9213,7.6848,9.9374,8.1746,9.8482,10.0771,8.1414,8.0805,8.4541,11.1254,9.1546,10.2539,8.2116,10.0032,9.2958,8.4884,8.0534,7.723,8.1725,9.3237,7.5503,8.4107,9.2291,9.5248,7.764,9.2535,8.1796,9.2967,8.977,10.3774,10.8616,10.0657,7.6549,9.9509,5.4603,9.4391,8.3217,8.9689,8.3832,9.0685,9.6024,8.839,10.213,8.7605,9.463,8.9122,8.4145,7.9895,8.215,9.6479,7.5222,8.8501,9.1691,8.2968,8.9048,8.6132,7.5518,7.519,10.1367,6.5405,8.9939,8.4381,9.9317,9.3331,8.5894,8.7026,9.4585,10.3801,9.3627,8.5541,9.0148,9.1244,7.7469,8.7875,7.5479,9.8404,8.4624,9.5773,7.9417,8.5792,9.5134,7.1882,10.9725,7.8509,9.2896,9.9094,8.3374,7.3701,8.9718,9.5172,8.8395,9.2339,8.7126,8.1604,9.5521,8.3895,8.6697,9.4854,7.9249,7.863,8.2336,8.6158,8.2551,S048
8.6677,7.8181,8.8627,7.576,9.3651,7.9004,6.8808,8.406,8.255,5.767,9.1018,10.0936,7.3568,9.6911,9.9579,7.5415,10.571,9.9895,8.7044,8.3682,9.9252,8.0934,9.2577,8.7836,7.5821,8.4078,7.9569,7.9,8.1685,10.2938,9.0538,8.7692,9.0792,8.8146,8.0195,8.0955,8.0212,,8.8958,9.8674,9.16,11.0052,9.303,8.7481,9.9501,8.2666,9.5989,9.253,8.3734,8.3744,8.3384,7.896,7.3079,8.4681,8.5471,8.9451,9.0799,7.8322,8.2815,8.1766,8.2819,8.8246,7.5182,8.9842,8.9736,9.2772,8.1437,8.8195,8.924,9.8093,7.3267,7.4718,7.6954,,8.4349,8.6485,9.0523,7.938,10.0508,9.4755,7.5742,9.2829,8.9765,6.2459,10.717,7.7149,8.7508,8.4592,8.4875,9.2111,8.1379,8.4357,8.3094,11.1164,9.8803,8.5846,9.0888,8.2742,9.0467,9.9908,9.2028,8.6127,9.0209,8.2625,7.9501,,9.5049,7.7994,8.1556,8.2914,7.2787,8.3326,8.3746,8.2854,7.8723,6.8459,7.7139,9.3294,8.5708,6.8387,8.6246,8.0618,8.3419,7.7002,8.3857,8.6678,8.2322,7.9707,8.3772,8.4447,7.6711,8.9552,9.5214,8.204,9.5386,7.2647,7.0583,8.2782,9.2339,7.846,9.4249,9.3861,7.4054,7.6416,7.5937,8.5132,9.5573,9.7729,8.0312,8.3309,10.0246,8.2453,,6.1938,7.4837,8.3939,7.7188,7.7387,8.7933,8.505,6.3583,8.8766,10.637,8.5794,8.5369,7.8257,7.2338,8.7929,8.008,9.4217,8.5324,9.0625,9.1151,8.0178,8.7482,7.329,10.5065,8.4182,9.2021,8.8839,7.7845,8.3826,7.9103,8.6649,8.6822,8.278,9.5751,8.005,10.8192,7.543,5.556,7.2675,8.033,9.0146,8.4718,8.942,9.0816,,8.1839,11.1747,8.7708,8.2627,7.3916,6.8596,9.9142,7.5026,8.6621,8.1765,9.0581,7.6041,8.9045,8.9082,9.3459,8.3021,9.0312,9.0641,8.4779,8.1246,9.2774,9.7077,8.8632,8.7908,8.4381,8.9293,9.3027,8.0579,8.9068,9.4532,8.7154,9.1646,7.1891,11.0026,8.8995,8.1084,8.3975,9.5068,8.7507,8.6874,9.1066,6.8333,S049
8.3338,9.0782,9.7019,8.3349,9.04,8.0797,9.3096,8.5007,8.8415,8.2032,8.6611,8.027,8.58,9.496,7.2081,7.9993,8.5941,7.9734,7.0321,8.535,9.0906,9.2577,7.9206,9.8244,9.8138,8.5385,7.0658,8.2415,8.0195,9.905,7.4872,8.4908,8.668,9.653,8.0674,9.2179,9.2774,9.7488,8.2598,9.419,7.8224,7.4576,8.8494,8.9144,8.5388,7.5091,7.7541,9.1196,9.3744,9.2123,9.4464,8.5143,6.9598,9.097,8.2683,9.0647,8.6053,8.1398,7.8962,6.4675,9.1325,9.8962,8.5081,8.9208,10.6978,7.6814,8.7478,8.0608,8.8776,6.7584,9.1017,8.2026,8.5766,8.7713,8.4463,7.2228,8.2091,9.52,9.1802,8.4664,9.8097,6.857,8.7051,8.7846,8.5889,8.5765,7.8718,10.6038,8.1624,8.0849,8.1728,10.1483,9.781,9.4554,9.9871,8.5203,9.5134,6.9741,8.5801,7.3179,8.1973,9.1251,8.9039,8.4296,10.3512,9.6903,8.3542,8.3206,8.3401,8.8975,8.6082,8.2015,9.9601,,9.2092,6.531,9.3288,7.1597,7.5185,7.8122,8.3419,9.2985,8.3902,9.6728,8.3003,8.4452,7.6213,8.976,7.4703,8.8744,10.0254,9.6078,9.1068,9.7133,9.2298,8.7344,9.834,10.0352,8.6894,9.3334,9.2683,8.314,8.3785,7.4884,9.7969,8.3652,9.1722,8.2895,8.4258,9.9277,8.7097,8.7184,8.4457,8.7803,8.4057,9.6652,8.6374,7.1006,7.9678,7.0964,8.5926,6.9706,7.1237,8.6068,8.8665,6.962,8.2907,9.0785,8.3892,8.7526,7.8109,8.4137,9.4074,8.6472,8.2616,7.8048,6.9955,9.1529,9.4095,8.9169,8.7998,9.3248,8.4047,7.9525,9.1774,7.7641,9.6701,8.6929,10.5364,8.4723,10.1428,7.8176,8.3382,7.9931,8.9421,8.9482,8.6037,8.1655,9.638,10.3275,7.8013,8.123,8.2695,9.5362,9.1764,8.7287,8.7074,8.4738,8.1509,8.5809,7.4623,9.092,9.8803,8.6551,8.4937,8.2054,9.5467,9.6083,9.292,,7.9515,9.0786,8.2738,9.5646,8.6121,8.8257,9.0943,8.6992,8.4939,9.1568,9.7816,9.2755,,8.858,10.5821,8.1065,8.0458,6.9874,8.4119,8.1589,S050
